Query_ID,Document_ID
130,en.3.388.183.2007.8.30
130,en.3.349.98.2010.2.16
130,en.13.31.126.2009.12.29
130,en.3.326.233.2009.9.5
130,en.15.75.110.2008.7.8
130,en.2.298.352.2010.1.26
130,en.15.231.286.2008.1.1
130,en.15.70.48.2008.6.6
130,en.15.114.6.2009.3.4
130,en.15.100.421.2008.12.14
130,en.15.231.464.2008.1.2
130,en.3.374.154.2007.6.14
130,en.15.156.423.1970.1.1
130,en.3.372.64.2007.6.7
130,en.3.380.284.2007.7.15
130,en.13.41.107.2010.3.4
130,en.15.232.170.2008.1.5
130,en.3.405.125.2007.11.15
130,en.15.74.445.2008.7.1
130,en.15.74.496.2008.7.2
130,en.15.69.143.2008.6.4
130,en.3.343.308.2010.1.12
130,en.15.220.347.2007.11.12
130,en.15.67.249.2008.5.17
130,en.15.160.273.2010.1.14
130,en.15.147.432.2009.10.7
130,en.15.99.372.2008.12.4
130,en.15.252.41.2008.3.20
130,en.15.135.464.2009.7.18
131,en.15.188.79.2007.6.4
131,en.15.188.2.2007.6.5
131,en.15.229.25.2007.12.25
131,en.2.291.52.2009.12.3
131,en.15.188.146.2007.6.6
131,en.2.291.92.2009.12.1
131,en.15.204.115.2007.8.24
131,en.15.135.417.2009.7.17
131,en.15.132.451.2009.6.26
131,en.2.291.73.2009.11.30
131,en.15.110.465.2009.3.23
131,en.15.81.277.2008.8.24
131,en.15.219.443.2007.11.4
131,en.3.356.120.2010.3.30
131,en.15.218.130.2007.11.2
131,en.15.135.225.2009.7.16
131,en.15.68.363.2008.5.26
131,en.15.256.334.2008.4.8
131,en.15.188.351.2007.6.5
131,en.15.65.227.2008.5.4
131,en.15.74.258.2008.7.6
131,en.13.1.251.2009.6.2
131,en.15.225.473.2007.12.5
131,en.15.106.22.2009.1.23
131,en.15.239.210.2008.2.5
131,en.15.186.45.2007.5.29
131,en.15.116.364.2009.2.20
131,en.15.84.467.2008.9.14
131,en.15.237.448.2008.1.27
131,en.2.291.2.2009.11.27
131,en.15.201.51.2007.8.11
131,en.15.116.415.2009.2.19
131,en.3.361.50.2010.4.28
131,en.3.394.277.2007.10.1
131,en.15.209.167.2007.9.16
131,en.3.377.182.2007.6.30
131,en.3.417.484.2008.1.8
131,en.3.414.162.2007.12.30
131,en.15.188.33.2007.6.4
131,en.15.237.75.2008.1.27
131,en.15.162.227.2010.1.23
131,en.15.228.198.2007.12.17
131,en.15.188.329.2007.6.5
131,en.15.248.23.2008.3.6
131,en.15.196.238.2007.7.13
131,en.15.81.76.2008.8.27
131,en.15.98.314.2008.11.30
131,en.3.372.210.2007.6.8
131,en.15.154.242.2009.11.27
131,en.3.376.293.2007.6.25
132,en.15.94.56.2008.11.5
132,en.15.94.334.2008.11.6
132,en.2.317.70.2010.5.27
132,en.15.94.352.2008.11.5
132,en.15.96.379.2008.11.20
132,en.2.291.145.2009.12.4
132,en.13.25.470.2009.11.8
132,en.15.94.141.2008.11.5
132,en.15.96.194.2008.11.20
132,en.15.247.124.2008.3.5
132,en.3.347.29.2010.2.3
132,en.15.123.196.2009.5.7
132,en.15.119.310.2009.4.15
132,en.3.349.333.2010.2.12
132,en.15.78.288.2008.8.4
132,en.13.3.257.2009.6.15
132,en.3.417.47.2008.1.8
132,en.15.90.424.2008.10.17
132,en.15.83.225.2008.9.10
132,en.15.156.256.2009.12.17
132,en.15.151.419.2009.11.2
132,en.15.156.248.2009.12.18
132,en.2.317.338.2010.5.27
132,en.2.317.447.2010.5.27
132,en.15.93.196.2008.11.4
132,en.15.245.288.2008.2.26
132,en.15.252.151.2008.3.21
132,en.13.3.187.2009.6.14
132,en.3.360.261.2010.4.26
132,en.15.75.121.2008.7.10
132,en.15.121.109.2009.4.29
132,en.15.252.320.2008.3.23
132,en.15.128.54.2009.6.4
132,en.15.94.118.2008.11.5
132,en.15.128.478.2009.6.6
132,en.15.94.393.2008.11.6
132,en.15.128.477.2009.6.4
132,en.15.111.435.2009.3.22
132,en.15.148.43.2009.10.7
132,en.15.107.246.2009.1.28
132,en.15.100.110.2008.12.14
132,en.2.270.494.2009.7.6
132,en.15.113.257.2009.3.15
132,en.15.247.201.2008.3.4
132,en.15.247.376.2008.3.4
132,en.15.94.125.2008.11.6
132,en.3.417.297.2008.1.9
132,en.3.366.47.2010.5.27
132,en.13.30.255.2009.12.24
132,en.15.107.441.2009.1.27
133,en.3.388.78.2007.8.29
133,en.15.203.83.2007.8.19
133,en.15.203.148.2007.8.21
133,en.3.327.275.2009.9.12
133,en.3.373.433.2007.6.9
133,en.15.82.100.2008.9.3
133,en.3.327.81.2009.9.11
133,en.15.111.124.2009.3.23
133,en.3.388.171.2007.8.29
133,en.15.243.14.2008.2.17
133,en.2.264.403.2009.5.28
133,en.15.234.6.2008.1.14
133,en.3.400.276.2007.10.27
133,en.15.246.121.2008.2.28
133,en.15.106.500.2009.1.22
133,en.15.201.280.2007.8.8
133,en.2.262.305.2009.5.14
133,en.15.241.461.2008.2.11
133,en.15.237.55.2008.1.26
133,en.15.99.351.2008.12.3
133,en.2.268.149.2009.6.18
133,en.3.349.152.2010.2.16
133,en.3.354.101.2010.3.18
133,en.15.252.411.2008.3.20
133,en.15.60.89.2008.4.9
133,en.2.275.489.2009.8.3
133,en.15.82.362.2008.9.1
133,en.15.104.225.2009.1.10
133,en.3.343.53.2010.1.13
133,en.3.409.114.2007.12.6
133,en.15.97.414.2008.11.23
133,en.3.412.467.2007.12.18
133,en.15.101.147.2008.12.19
133,en.15.81.470.2008.8.25
133,en.15.81.332.2008.8.25
133,en.15.108.99.2009.2.6
133,en.15.110.243.2009.3.29
133,en.15.227.100.2007.12.10
133,en.13.8.233.2009.7.15
133,en.15.73.319.2008.6.28
133,en.15.242.35.2008.2.15
133,en.15.218.114.2007.11.2
133,en.13.53.265.2010.5.14
133,en.3.410.311.2007.12.9
133,en.15.156.371.2009.12.17
133,en.15.100.303.2008.12.12
133,en.15.102.144.2008.12.24
133,en.15.132.360.2009.6.29
133,en.2.291.492.2009.11.27
133,en.2.275.267.2009.8.4
134,en.15.80.224.2008.8.17
134,en.3.353.489.2010.3.15
134,en.15.245.235.2008.2.27
134,en.15.102.172.2008.12.26
134,en.3.357.402.2010.4.8
134,en.3.329.471.2009.9.25
134,en.15.84.472.2008.9.14
134,en.13.31.102.2009.12.31
134,en.15.75.172.2008.7.14
134,en.15.238.387.2008.1.31
134,en.3.354.410.2010.3.17
134,en.2.270.62.2009.7.4
134,en.3.414.446.2007.12.27
134,en.15.93.371.2008.10.31
134,en.2.277.361.2009.8.20
134,en.2.270.330.2009.7.3
134,en.2.277.272.2009.8.20
134,en.2.270.95.2009.7.3
134,en.15.65.66.2008.5.4
134,en.15.76.337.2008.7.23
134,en.2.298.124.2010.1.28
134,en.3.338.261.2009.12.6
134,en.3.407.325.2007.11.27
134,en.2.270.457.2009.7.3
134,en.2.271.310.2009.7.7
134,en.15.239.78.2008.2.1
134,en.2.270.14.2009.7.3
134,en.15.212.33.2007.10.5
134,en.2.268.428.2009.6.23
134,en.2.270.332.2009.7.3
134,en.15.87.292.2008.10.2
134,en.3.405.412.2007.11.13
134,en.15.108.262.2009.2.6
134,en.15.240.310.2008.2.7
134,en.15.156.56.2009.12.15
134,en.3.332.177.2009.10.16
134,en.15.101.432.2008.12.16
134,en.3.390.239.2007.9.11
134,en.3.356.211.2010.3.31
134,en.3.361.141.2010.4.29
134,en.3.390.421.2007.9.9
134,en.3.380.394.2007.7.18
134,en.3.373.358.2007.6.10
134,en.2.263.101.2009.5.24
134,en.15.125.190.2009.5.19
134,en.3.354.296.2010.3.18
134,en.3.379.202.2007.7.10
134,en.15.236.97.2008.1.23
134,en.15.93.495.2008.10.31
134,en.15.74.203.2008.7.4
135,en.15.167.355.2010.2.24
135,en.13.3.11.2009.6.10
135,en.2.320.200.2010.6.12
135,en.2.271.407.2009.7.6
135,en.15.116.388.2009.2.15
135,en.15.114.131.2009.3.2
135,en.13.59.377.2010.6.9
135,en.15.67.174.2008.5.17
135,en.15.117.333.2009.4.3
135,en.15.117.153.2009.4.3
135,en.15.67.394.2008.5.19
135,en.15.115.414.2009.2.27
135,en.15.188.491.2007.6.5
135,en.13.3.33.2009.6.11
135,en.15.70.480.2008.6.9
135,en.13.3.94.2009.6.10
135,en.13.59.322.2010.6.10
135,en.15.70.88.2008.6.10
135,en.15.70.462.2008.6.9
135,en.13.59.108.2010.6.10
135,en.15.188.251.2007.6.4
135,en.15.70.494.2008.6.6
135,en.15.70.265.2008.6.10
135,en.2.281.220.2009.9.13
135,en.15.187.195.2007.5.30
135,en.2.281.87.2009.9.13
135,en.15.71.210.2008.6.14
135,en.15.123.73.2009.5.9
135,en.15.74.347.2008.6.30
135,en.13.3.367.2009.6.12
135,en.15.70.122.2008.6.9
135,en.15.72.10.2008.6.18
135,en.15.251.406.2008.3.17
135,en.15.256.239.2008.4.8
135,en.15.237.139.2008.1.24
135,en.13.59.460.2010.6.10
135,en.13.3.277.2009.6.11
135,en.13.3.166.2009.6.11
135,en.3.374.411.2007.6.14
135,en.2.319.429.2010.6.7
135,en.15.70.422.2008.6.10
135,en.2.264.388.2009.5.26
135,en.2.319.115.2010.6.7
135,en.3.359.142.2010.4.17
135,en.15.125.74.2009.5.21
135,en.15.225.315.2007.12.2
135,en.3.372.212.2007.6.8
135,en.15.132.327.2009.6.30
135,en.13.3.411.2009.6.11
135,en.13.8.430.2009.7.16
136,en.3.354.497.2010.3.19
136,en.3.373.320.2007.6.9
136,en.15.237.392.2008.1.27
136,en.15.97.64.2008.11.25
136,en.15.125.260.2009.5.19
136,en.13.55.469.2010.5.24
136,en.15.188.366.2007.6.7
136,en.15.104.52.2009.1.9
136,en.15.105.414.2009.1.20
136,en.15.88.185.2008.10.5
136,en.15.210.278.2007.9.28
136,en.3.408.285.2007.12.2
136,en.15.96.391.2008.11.19
136,en.15.100.35.2008.12.11
136,en.15.104.436.2009.1.10
136,en.15.96.99.2008.11.20
136,en.15.64.162.2008.4.29
136,en.3.403.356.2007.11.6
136,en.2.262.112.2009.5.13
136,en.15.248.224.2008.3.9
136,en.15.97.11.2008.11.24
136,en.13.3.421.2009.6.11
136,en.15.61.245.2008.4.17
136,en.15.90.238.2008.10.20
136,en.15.96.16.2008.11.20
136,en.2.258.429.2009.4.21
136,en.15.101.419.2008.12.15
136,en.2.258.408.2009.4.22
136,en.15.63.200.2008.4.25
136,en.3.403.111.2007.11.5
136,en.15.229.382.2007.12.22
136,en.15.73.262.2008.6.29
136,en.3.357.206.2010.4.7
136,en.15.101.19.2008.12.17
136,en.15.210.330.2007.9.30
136,en.3.383.150.2007.8.6
136,en.15.64.410.2008.4.26
136,en.15.108.470.2009.2.5
136,en.13.51.301.2010.5.2
136,en.2.298.321.2010.1.28
136,en.3.331.363.2009.10.13
136,en.15.139.268.2009.8.14
136,en.15.97.437.2008.11.21
136,en.2.291.359.2009.12.3
136,en.15.119.329.2009.4.14
136,en.3.401.452.2007.10.30
136,en.15.97.90.2008.11.25
136,en.15.91.428.2008.10.21
136,en.15.100.277.2008.12.12
136,en.3.322.493.2009.8.8
137,en.15.125.486.2009.5.19
137,en.3.322.136.2009.8.7
137,en.2.262.450.2009.5.14
137,en.3.322.329.2009.8.7
137,en.2.263.424.2009.5.25
137,en.15.125.410.2009.5.18
137,en.15.103.150.2009.1.1
137,en.15.102.178.2008.12.22
137,en.15.123.67.2009.5.6
137,en.15.106.213.2009.1.26
137,en.15.121.263.2009.4.24
137,en.15.104.74.2009.1.7
137,en.15.107.312.2009.1.30
137,en.2.262.259.2009.5.11
137,en.3.414.93.2007.12.30
137,en.2.258.493.2009.4.21
137,en.15.121.97.2009.4.27
137,en.15.125.313.2009.5.18
137,en.13.1.417.2009.6.2
137,en.13.1.370.2009.6.2
137,en.15.121.11.2009.4.26
137,en.15.80.372.2008.8.19
137,en.15.100.72.2008.12.15
137,en.2.260.218.2009.5.2
137,en.15.210.471.2007.9.30
137,en.15.101.428.2008.12.21
137,en.15.105.44.2009.1.21
137,en.15.116.380.2009.2.19
137,en.15.97.256.2008.11.26
137,en.15.121.46.2009.4.26
137,en.15.119.5.2009.4.12
137,en.15.107.373.2009.1.29
137,en.15.109.150.2009.3.31
137,en.15.121.291.2009.4.26
137,en.15.112.390.2009.3.11
137,en.15.97.6.2008.11.24
137,en.15.118.392.2009.4.7
137,en.15.88.485.2008.10.6
137,en.15.124.467.2009.5.17
137,en.2.262.114.2009.5.14
137,en.15.121.278.2009.4.23
137,en.2.262.235.2009.5.11
137,en.2.258.93.2009.4.22
137,en.15.115.12.2009.2.11
137,en.15.123.105.2009.5.10
137,en.2.268.45.2009.6.17
137,en.15.85.243.2008.9.18
137,en.15.110.233.2009.3.25
137,en.2.258.150.2009.4.22
137,en.15.107.168.2009.1.30
138,en.3.353.245.2010.3.10
138,en.15.151.369.2009.11.6
138,en.15.110.100.2009.3.29
138,en.13.51.220.2010.5.3
138,en.3.353.354.2010.3.10
138,en.15.63.445.2008.4.24
138,en.3.381.106.2007.7.21
138,en.15.240.130.2008.2.8
138,en.3.374.220.2007.6.15
138,en.15.114.499.2009.3.3
138,en.15.86.444.2008.9.26
138,en.3.358.459.2010.4.15
138,en.3.361.203.1970.1.1
138,en.2.305.28.2010.3.16
138,en.3.353.151.2010.3.15
138,en.15.106.96.2009.1.26
138,en.3.333.467.2009.10.28
138,en.15.248.286.2008.3.7
138,en.15.87.406.2008.10.4
138,en.3.359.357.2010.4.19
138,en.3.357.45.2010.4.8
138,en.3.388.431.2007.8.31
138,en.15.84.417.2008.9.14
138,en.15.132.499.2009.6.26
138,en.15.132.260.2009.6.26
138,en.15.128.341.2009.6.7
138,en.15.89.99.2008.10.11
138,en.3.359.232.2010.4.19
138,en.15.80.371.2008.8.21
138,en.13.41.313.2010.3.5
138,en.15.116.456.2009.2.16
138,en.3.343.13.2010.1.11
138,en.13.41.102.2010.3.3
138,en.3.347.493.2010.2.1
138,en.15.147.33.2009.10.6
138,en.2.266.340.2009.6.9
138,en.15.151.228.2009.11.5
138,en.15.117.328.2009.2.24
138,en.2.319.56.2010.6.3
138,en.15.151.240.2009.11.1
138,en.15.151.215.2009.11.1
138,en.2.298.6.2010.1.27
138,en.3.357.93.2010.4.4
138,en.15.118.285.2009.4.7
138,en.13.30.173.2009.12.22
138,en.15.67.154.2008.5.22
138,en.2.270.37.2009.7.5
138,en.15.109.354.2009.3.30
138,en.3.407.408.2007.11.25
138,en.3.322.482.2009.8.7
139,en.15.120.141.2009.4.22
139,en.15.160.247.2010.1.14
139,en.15.151.306.2009.10.31
139,en.3.376.8.2007.6.25
139,en.15.96.16.2008.11.20
139,en.15.64.405.2008.4.27
139,en.15.119.206.2009.4.16
139,en.15.104.436.2009.1.10
139,en.15.63.6.2008.4.21
139,en.15.100.152.2008.12.13
139,en.15.204.493.2007.8.23
139,en.15.100.361.2008.12.14
139,en.15.123.145.2009.5.6
139,en.15.119.263.2009.4.13
139,en.15.100.62.2008.12.14
139,en.2.258.408.2009.4.22
139,en.15.97.129.2008.11.21
139,en.15.119.399.2009.4.14
139,en.15.96.12.2008.11.18
139,en.15.98.426.2008.12.1
139,en.3.357.467.2010.4.5
139,en.15.125.260.2009.5.19
139,en.15.96.161.2008.11.19
139,en.3.403.111.2007.11.5
139,en.15.188.142.2007.6.4
139,en.2.298.321.2010.1.28
139,en.13.31.249.2009.12.27
139,en.3.333.142.2009.10.28
139,en.15.119.440.2009.4.16
139,en.13.31.149.2009.12.29
139,en.3.357.494.2010.4.6
139,en.15.119.329.2009.4.14
139,en.15.118.408.2009.4.5
139,en.2.258.429.2009.4.21
139,en.2.258.437.2009.4.19
139,en.13.3.421.2009.6.11
139,en.13.31.8.2009.12.30
139,en.15.97.191.2008.11.25
139,en.15.80.256.2008.8.15
139,en.15.97.11.2008.11.24
139,en.2.258.148.2009.4.20
139,en.15.119.432.2009.4.13
139,en.2.296.318.2010.1.18
139,en.15.101.11.2008.12.16
139,en.15.251.58.2008.3.19
139,en.3.347.198.2010.2.2
139,en.15.87.355.2008.10.1
139,en.15.119.466.2009.4.12
139,en.13.27.34.2009.11.22
139,en.15.119.265.2009.4.10
140,en.3.331.405.2009.10.10
140,en.15.95.343.2008.11.14
140,en.15.95.441.2008.11.15
140,en.15.77.499.2008.7.29
140,en.2.283.225.2009.9.30
140,en.3.331.272.2009.10.11
140,en.3.414.227.2007.12.26
140,en.15.227.97.2007.12.12
140,en.15.186.159.2007.5.28
140,en.15.72.127.2008.6.20
140,en.15.254.438.2008.3.27
140,en.15.95.404.2008.11.12
140,en.15.105.327.2009.1.20
140,en.15.98.325.2008.11.30
140,en.3.395.37.2007.10.4
140,en.15.216.199.2007.10.23
140,en.15.91.116.2008.10.22
140,en.15.250.288.2008.3.16
140,en.15.85.191.2008.9.19
140,en.3.389.334.2007.9.3
140,en.3.329.110.2009.9.24
140,en.2.281.396.2009.9.10
140,en.3.329.1.1970.1.1
140,en.15.228.236.2007.12.16
140,en.3.331.402.2009.10.11
140,en.3.383.94.2007.8.1
140,en.2.281.250.2009.9.9
140,en.15.116.166.2009.2.18
140,en.3.361.410.2010.4.27
140,en.15.241.25.2008.2.10
140,en.15.86.201.2008.9.28
140,en.2.277.83.2009.8.15
140,en.3.382.460.2007.7.29
140,en.3.403.124.2007.11.7
140,en.3.350.105.2010.2.18
140,en.3.350.344.2010.2.18
140,en.15.91.421.2008.10.21
140,en.15.244.281.2008.2.21
140,en.3.357.198.2010.4.7
140,en.2.264.421.2009.5.27
140,en.15.118.324.2009.4.4
140,en.3.329.411.2009.9.26
140,en.15.242.265.2008.2.13
140,en.2.279.60.2009.9.1
140,en.2.277.437.2009.8.18
140,en.15.201.103.2007.8.11
140,en.15.98.442.2008.12.1
140,en.15.255.379.2008.4.4
140,en.15.91.296.2008.10.22
140,en.3.400.227.2007.10.23
141,en.15.201.187.2007.8.11
141,en.3.384.264.2007.8.7
141,en.3.381.311.2007.7.24
141,en.15.225.436.2007.12.4
141,en.15.71.297.2008.6.16
141,en.15.246.407.2008.2.28
141,en.15.204.422.2007.8.24
141,en.3.381.204.2007.7.25
141,en.3.322.175.2009.8.9
141,en.15.106.428.2009.1.27
141,en.15.253.29.2008.3.26
141,en.15.71.491.2008.6.13
141,en.15.253.167.2008.3.26
141,en.15.92.188.2008.10.30
141,en.15.93.446.2008.11.1
141,en.15.87.327.2008.10.4
141,en.3.405.375.2007.11.15
141,en.15.235.70.2008.1.16
141,en.15.85.405.2008.9.19
141,en.15.231.415.2008.1.1
141,en.3.347.368.2010.2.4
141,en.3.357.326.2010.4.7
141,en.13.5.242.2009.6.23
141,en.15.74.410.2008.7.2
141,en.15.77.413.2008.7.25
141,en.3.378.226.2007.7.9
141,en.15.63.278.2008.4.22
141,en.15.209.414.2007.9.25
141,en.15.235.83.2008.1.16
141,en.3.409.380.2007.12.6
141,en.15.103.320.2009.1.1
141,en.13.41.109.2010.3.3
141,en.15.75.464.2008.7.8
141,en.3.363.424.2010.5.8
141,en.3.376.158.2007.6.27
141,en.3.343.225.2010.1.13
141,en.15.139.118.2009.8.10
141,en.15.210.291.2007.9.26
141,en.3.375.126.2007.6.19
141,en.15.115.173.2009.2.11
141,en.3.392.257.2007.9.21
141,en.15.114.350.2009.3.4
141,en.3.381.345.2007.7.25
141,en.15.71.215.2008.6.13
141,en.3.391.75.2007.9.12
141,en.13.41.106.2010.3.5
141,en.15.65.106.2008.5.6
141,en.15.167.53.2010.2.27
141,en.15.167.444.2010.2.26
141,en.13.10.141.2009.7.28
142,en.3.329.157.2009.9.20
142,en.2.291.12.2009.11.30
142,en.3.406.134.2007.11.20
142,en.13.31.457.2009.12.27
142,en.15.212.454.2007.10.8
142,en.13.1.145.2009.5.31
142,en.3.419.119.2008.1.18
142,en.15.218.61.2007.11.1
142,en.15.106.99.2009.1.23
142,en.13.8.153.2009.7.16
142,en.15.128.107.2009.6.5
142,en.15.63.363.2008.4.24
142,en.3.333.212.2009.10.27
142,en.15.184.321.2010.6.1
142,en.3.354.372.2010.3.19
142,en.15.240.272.2008.2.8
142,en.2.263.141.2009.5.26
142,en.15.187.8.2007.5.30
142,en.15.66.483.2008.5.10
142,en.3.406.389.2007.11.20
142,en.15.227.274.2007.12.11
142,en.3.419.226.2008.1.16
